OBJECTID_1,OBJECTID,Admin0,Admin1,Admin2,Admin3,Year,Month,Day,DayofWeek,AccCategory,KindoCollision,TypeoAccident,LightingCond,RoadCondition,Bicycle,PassengerCar,Pedestrian,Motorcycle/Scooter,HGV,OtherAccidents,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
4728,97408,2,4,8,423,2016,9,13,5,3,2,3,0,0,1,1,0,0,0,1,568897.5895,5937268.841,10.04064051,53.57974327
4729,97409,2,5,2,508,2016,8,8,4,3,2,6,0,0,0,1,0,0,0,0,572379.7034,5937174.275,10.09320274,53.57842444
4730,97410,2,1,5,113,2016,8,16,6,3,6,4,0,0,1,0,1,0,0,0,567132.0426,5935187.645,10.01353068,53.56126819
4731,97411,2,7,7,708,2016,8,17,7,3,4,2,0,0,0,1,0,0,0,0,565203.4915,5919501.369,9.981159563,53.42053308
4732,97412,2,5,7,515,2016,8,22,3,3,0,2,2,1,0,1,0,1,0,0,570923.8159,5939272.614,10.07169472,53.59748102
4733,97413,2,1,8,123,2016,8,10,3,3,1,6,0,0,0,1,0,0,0,0,570554.9558,5934429.227,10.06502756,53.55400328
4734,97414,2,5,2,505,2016,8,16,3,3,5,3,0,0,0,1,0,0,0,0,570457.9214,5936482.666,10.06402618,53.57247062
4735,97415,2,1,8,123,2016,8,11,5,3,5,2,0,0,1,1,0,0,0,0,569934.3125,5935299.885,10.05585553,53.56191097
4736,97416,2,1,4,110,2016,8,16,3,3,1,5,0,0,1,1,0,0,0,0,563553.3025,5934379.791,9.95934468,53.5544533
4737,97417,2,7,12,713,2016,8,15,2,2,5,3,0,0,0,1,0,1,0,0,559538.6238,5929218.814,9.897769462,53.50853961
4738,97418,2,1,16,136,2016,8,22,7,3,1,2,2,0,0,1,0,0,0,1,567093.8922,5928032.572,10.01142144,53.49696882
4739,97419,2,5,2,509,2016,8,12,3,3,0,5,0,1,0,1,0,0,0,0,571165.9147,5938757.458,10.07523468,53.59281853
4740,97420,2,5,18,526,2016,8,16,3,3,1,7,0,0,0,1,0,1,0,0,575043.9929,5941889.072,10.1345698,53.62042076
4741,97421,2,5,2,505,2016,8,12,5,3,2,6,0,0,0,1,0,0,0,0,570857.1207,5936612.057,10.07008293,53.57357968
4742,97422,2,4,11,430,2016,8,16,4,3,5,3,0,0,0,1,0,0,0,0,568729.1504,5940372.949,10.03878092,53.60766215
4743,97423,2,1,20,141,2016,8,14,2,3,5,3,0,0,1,1,0,0,0,0,555854.6475,5932038.084,9.842729172,53.53428248
4744,97424,2,4,13,432,2016,8,4,4,3,5,3,2,0,0,1,0,0,0,0,567858.9387,5947582.47,10.02720387,53.67256765
4745,97425,2,5,3,510,2016,8,11,5,3,3,7,0,0,0,1,0,0,0,0,570769.2656,5935262.662,10.06845067,53.56146453
4746,97426,2,5,11,519,2016,8,13,5,3,4,2,0,0,0,1,0,0,0,0,571964.2868,5944773.682,10.08868522,53.64677656
4747,97427,2,2,8,220,2016,8,11,7,3,6,4,0,0,0,1,1,0,0,0,558958.8604,5938782.624,9.890832001,53.59455975
4748,97428,2,5,4,512,2016,8,20,1,3,4,1,0,1,0,1,0,0,0,0,574366.4142,5936044.265,10.12293409,53.56799131
4749,97429,2,3,2,311,2016,9,16,6,3,5,7,0,0,1,0,0,0,0,1,564796.6051,5936255.162,9.978498427,53.57115577
4750,97430,2,1,16,137,2016,8,9,7,2,0,7,0,1,1,0,0,0,0,0,565157.9912,5929260.384,9.982498185,53.50824693
4751,97431,2,4,5,413,2016,8,12,1,3,5,3,0,1,0,1,0,0,0,0,566045.4228,5938166.914,9.997758325,53.58818133
4752,97432,2,3,1,303,2016,9,11,5,3,6,7,0,0,1,0,1,0,0,0,562768.5584,5936913.735,9.948009816,53.57732114
4753,97433,2,5,8,516,2016,8,14,4,3,2,1,0,0,0,1,0,0,0,0,570266.577,5940510.575,10.06204447,53.60869506
4754,97434,2,1,18,139,2016,8,20,6,2,5,2,0,0,1,1,0,0,0,0,564541.42,5931467.12,9.973657193,53.52815567
4755,97435,2,6,2,603,2016,8,15,5,3,5,3,0,0,1,1,0,0,0,0,580071.3014,5926097.951,10.20651489,53.47776784
4756,97436,2,1,11,128,2016,9,12,7,2,4,7,0,1,0,1,0,1,0,0,571802.77,5933154.299,10.08356693,53.54237632
4757,97437,2,5,7,515,2016,8,14,3,3,1,5,0,0,0,1,0,0,0,0,570423.85,5939239.75,10.064134,53.59725309
4758,97438,2,5,2,508,2016,8,16,3,3,5,3,0,0,0,1,0,0,0,0,572061.3534,5936803.979,10.08830995,53.57514045
4759,97439,2,4,13,432,2016,8,7,3,3,5,3,0,0,1,0,0,0,0,0,566054.7099,5944862.099,9.999318769,53.64835062
4760,97440,2,5,12,520,2016,8,14,5,3,1,6,0,1,0,1,0,0,0,0,569380.2187,5944729.343,10.04959055,53.64672713
4761,97441,2,4,3,406,2016,8,6,5,3,3,6,0,0,1,0,0,0,0,0,566071.7492,5941822.808,9.998931017,53.62103406
4762,97442,2,7,13,714,2016,8,11,2,3,2,6,0,0,0,1,0,0,1,0,560480.2711,5926261.758,9.911396307,53.48185548
4763,97443,2,4,3,406,2016,8,16,7,3,5,3,0,0,0,1,1,0,0,0,564835.9599,5940964.2,9.980071543,53.61347205
4764,97444,2,7,1,702,2016,8,13,2,3,2,6,0,0,0,1,0,0,0,0,565189.535,5924056.39,9.981893039,53.46147279
4765,97445,2,2,2,207,2016,9,18,7,3,1,5,0,0,0,1,0,0,0,1,563734.355,5935182.098,9.962240878,53.56164193
4766,97446,2,4,13,432,2016,8,16,5,3,2,6,0,0,0,1,0,0,0,0,567409.4487,5943979.034,10.01961915,53.6402417
4767,97447,2,3,4,316,2016,8,11,7,3,0,7,0,0,0,1,0,0,0,1,564242.0552,5937603.103,9.970402844,53.58333827
4768,97448,2,4,8,421,2016,8,19,1,3,5,3,0,0,0,1,0,1,0,0,568455.3725,5937280.481,10.03396494,53.57990578
4769,97449,2,4,12,431,2016,8,13,1,3,2,6,0,0,0,1,0,0,0,0,567192.4276,5943368.636,10.01620525,53.63478393
4770,97450,2,4,11,430,2016,8,15,6,3,2,2,0,0,0,1,0,0,1,0,568594.3646,5940838.622,10.03684664,53.61186483
4771,97451,2,4,5,409,2016,9,22,7,3,1,5,2,1,1,1,0,0,0,0,566162.8121,5938585.967,9.99962033,53.59193262
4772,97452,2,4,8,420,2016,8,18,5,3,6,3,0,0,1,0,1,0,0,0,568541.71,5936759.11,10.0351543,53.5752089
4773,97453,2,3,3,313,2016,8,12,7,3,1,5,0,1,1,1,0,0,0,0,564604.8337,5936644.094,9.975683404,53.57467485
4774,97454,2,5,17,525,2016,8,18,6,3,1,5,0,0,0,1,0,0,0,0,576898.0868,5944839.118,10.16332421,53.64666275
4775,97455,2,6,9,610,2016,8,10,7,3,9,1,0,0,0,1,0,0,0,0,574791.83,5926551.02,10.12708919,53.4826161
4776,97456,2,3,1,307,2016,8,11,1,3,2,2,0,0,0,1,0,0,0,0,563420.695,5936107.659,9.957693975,53.56999824
4777,97457,2,5,8,516,2016,8,7,3,3,5,3,0,0,1,0,0,0,0,1,569644.8628,5939946.209,10.05252319,53.60370612
4778,97458,2,5,2,509,2016,8,18,3,3,1,5,0,0,1,1,0,0,0,0,571409.8323,5938262.474,10.07880596,53.58833697
4779,97459,2,1,5,113,2016,9,8,5,3,6,3,0,0,1,0,1,0,0,0,567138.0557,5935195.175,10.01362306,53.56133509
4780,97460,2,4,5,408,2016,8,17,4,3,8,6,0,0,0,1,0,0,0,0,567839.9519,5940062.792,10.02527632,53.60499063
4781,97461,2,1,12,130,2016,8,15,5,3,5,2,0,0,0,1,0,0,0,0,573196.1553,5932790.813,10.10450505,53.53891735
4782,97462,2,1,14,133,2016,8,15,5,3,2,6,0,0,0,1,0,0,0,0,568693.0293,5932360.907,10.03647265,53.53566195
4783,97463,2,5,7,515,2016,9,15,7,3,1,6,0,0,0,1,0,0,0,0,570561.6911,5939405.321,10.06625391,53.59872253
4784,97464,2,5,14,522,2016,8,15,3,3,4,6,0,0,1,0,0,0,0,0,572991.4514,5951784.825,10.10587043,53.70964151
4785,97465,2,4,13,432,2016,8,18,3,2,6,2,0,0,0,1,1,0,0,0,567772.7749,5947254.669,10.02582824,53.66963289
4786,97466,2,5,10,518,2016,8,19,5,3,0,7,1,1,1,0,0,0,0,1,573742.5179,5943630.742,10.11530997,53.63625764
4787,97467,2,4,6,415,2016,8,18,5,3,3,2,0,0,1,1,0,0,0,0,567995.5644,5936186.659,10.02678292,53.57013529
4788,97468,2,1,16,136,2016,8,18,2,3,0,3,0,0,0,1,0,0,1,0,567808.3138,5930520.4,10.02272742,53.51923589
4789,97469,2,1,5,114,2016,8,22,7,2,6,4,2,0,0,1,1,0,0,0,566384.8996,5934739.885,10.00215742,53.55733911
4790,97470,2,6,2,602,2016,8,12,2,3,6,2,0,0,0,1,1,0,0,0,579739.8219,5927333.7,10.20183524,53.48892348
4791,97471,2,6,6,607,2016,9,8,6,3,1,6,0,0,0,1,0,0,0,1,578298.529,5922265.769,10.17885457,53.44359535
4792,97472,2,4,10,427,2016,8,11,6,3,3,2,0,0,1,1,0,0,0,0,568422.4746,5938162.547,10.03366154,53.58783727
4793,97473,2,2,3,210,2016,8,7,1,3,5,3,0,0,1,1,0,0,0,0,562857.4992,5934831.643,9.948933906,53.55859803
4794,97474,2,4,5,408,2016,8,18,1,3,1,6,0,1,0,1,0,0,0,0,567976.4335,5940202.566,10.02736912,53.6062291
4795,97475,2,4,4,407,2016,8,21,6,3,2,6,2,0,0,1,0,0,0,0,565802.4837,5939681.812,9.994408477,53.60182652
4796,97476,2,1,12,130,2016,8,12,7,3,5,3,0,0,0,1,0,0,0,0,573648.1471,5931920.66,10.11111928,53.53103418
4797,97477,2,1,5,114,2016,8,8,4,3,3,6,0,0,1,0,0,0,0,0,566426.4196,5934686.688,10.0027728,53.55685577
4798,97478,2,5,11,519,2016,8,12,3,3,0,7,0,1,0,0,0,0,1,0,571188.7729,5945509.067,10.07712387,53.65349145
4799,97479,2,5,7,515,2016,8,8,3,2,4,2,0,0,1,1,0,0,0,0,572622.5225,5942156.721,10.09803019,53.62316747
4800,97480,2,4,11,430,2016,8,15,4,3,5,2,0,0,0,1,0,1,0,0,568593.8481,5940841.213,10.0368394,53.61188818
4801,97481,2,4,5,410,2016,8,8,4,3,5,2,0,0,1,1,0,0,0,0,566603.8006,5937915.348,10.0061387,53.58584983
4802,97482,2,1,8,123,2016,8,18,5,3,0,7,0,1,1,0,0,0,0,1,569775.2013,5934791.365,10.0533402,53.55736205
4803,97483,2,3,9,321,2016,8,18,4,3,4,2,0,0,1,1,0,0,0,0,561297.217,5939284.771,9.926256864,53.59880451
4804,97484,2,1,8,125,2016,8,17,7,3,4,2,0,0,1,1,0,0,0,0,570062.6662,5934425.443,10.057597,53.5540352
4805,97485,2,1,19,140,2016,8,8,4,3,3,6,0,0,0,1,0,0,1,0,561204.806,5930547.489,9.923149435,53.52028975
4806,97486,2,1,4,111,2016,8,1,1,3,0,4,2,1,0,1,1,0,0,0,563675.7062,5934035.827,9.961122035,53.55134715
4807,97487,2,4,13,432,2016,8,23,3,2,5,3,2,0,0,1,0,0,0,0,566969.3323,5944351.855,10.0130435,53.64364876
4808,97488,2,4,5,411,2016,8,21,3,3,4,2,1,0,1,1,0,0,0,0,568319.5656,5938190.475,10.03211328,53.58810168
4809,97489,2,1,14,132,2016,8,18,4,3,2,6,0,0,1,0,0,0,0,0,570324.6844,5931648.282,10.06092715,53.52904163
4810,97490,2,3,9,321,2016,8,14,4,3,5,3,0,0,0,0,0,1,1,0,561568.2776,5937712.004,9.930041787,53.58463773
4811,97491,2,5,10,518,2016,8,15,5,2,1,5,0,0,0,1,0,0,0,0,574630.327,5946108.213,10.12932945,53.6583961
4812,97492,2,4,13,432,2016,8,14,5,3,5,3,0,0,1,1,0,0,0,0,567179.9935,5947817.549,10.01697911,53.67476801
4813,97493,2,3,9,321,2016,8,8,4,3,5,2,0,0,0,1,0,1,0,0,561798.515,5938603.481,9.933695814,53.59262266
4814,97494,2,5,11,519,2016,8,14,5,3,0,5,0,1,1,1,0,0,0,0,572505.6423,5945263.587,10.09698755,53.6511045
4815,97495,2,3,9,321,2016,8,20,5,3,2,7,1,0,0,1,0,1,0,0,561720.9805,5939091.66,9.93262116,53.59701922
4816,97496,2,1,5,113,2016,8,20,7,3,6,7,2,0,0,1,1,0,0,0,567460.6613,5934475.845,10.01833752,53.55482899
4817,97497,2,1,12,130,2016,8,6,2,3,0,4,0,0,1,0,1,0,0,0,573538.9022,5932673.751,10.10964841,53.53781745
4818,97498,2,4,9,425,2016,9,8,6,3,3,2,0,0,1,1,0,0,0,0,570480.3871,5938042.405,10.06471757,53.58648497
4819,97499,2,2,1,203,2016,8,8,6,3,5,3,0,0,1,1,0,0,0,0,562750.6798,5934001.726,9.947154941,53.55115205
4820,97500,2,1,13,131,2016,8,6,7,3,5,3,0,0,0,1,0,0,0,1,571817.1641,5932761.895,10.08369403,53.53884782
4821,97501,2,6,1,601,2016,9,18,5,3,2,6,0,0,0,1,0,0,0,0,580514.3168,5930084.603,10.21421178,53.51352696
4822,97502,2,3,9,321,2016,8,16,1,3,5,3,0,1,0,1,0,0,0,0,561161.907,5938867.438,9.924130637,53.59506959
4823,97503,2,5,4,512,2016,8,8,7,3,5,3,0,0,0,1,0,0,0,0,575022.8728,5937891.659,10.13328844,53.58450002
4824,97504,2,7,14,715,2016,8,14,3,3,5,7,0,0,0,0,1,0,0,1,556737.5357,5924724.292,9.854725235,53.46845395
4825,97505,2,4,5,410,2016,8,15,3,3,6,4,0,0,0,1,1,0,0,0,567224.442,5938467.056,10.01563158,53.59072889
4826,97506,2,4,5,408,2016,8,9,3,3,2,6,0,0,0,1,0,0,0,1,566574.8409,5939426.979,10.00602397,53.59943876
4827,97507,2,3,8,320,2016,8,8,4,3,5,2,0,0,1,1,0,0,0,0,560323.8159,5939722.938,9.911634739,53.60285542
4828,97508,2,5,3,510,2016,8,17,2,3,0,1,0,1,0,0,0,1,0,0,570860.5069,5935082.344,10.06978705,53.5598317
4829,97509,2,4,6,415,2016,8,12,4,2,0,7,0,0,1,0,0,0,1,0,567610.4901,5935757.069,10.02087604,53.56632427
4830,97510,2,4,12,431,2016,8,14,5,3,5,3,0,1,0,1,0,1,0,0,567041.9585,5943789.349,10.01402066,53.63858419
4831,97511,2,3,9,321,2016,8,16,5,3,2,6,0,0,0,1,0,0,0,0,561621.0489,5938255.917,9.930946256,53.58951987
4832,97512,2,1,5,114,2016,8,2,7,3,6,4,2,1,0,1,1,0,0,0,566943.7662,5934186.888,10.0104743,53.55229825
4833,97513,2,1,11,128,2016,8,7,2,3,1,7,0,0,0,1,0,0,0,0,571075.2335,5934223.132,10.0728328,53.55208091
4834,97514,2,7,16,717,2016,8,18,7,3,0,7,0,0,1,1,0,0,0,0,553052.3338,5930571.703,9.800204333,53.52139348
4835,97515,2,4,2,405,2016,9,12,6,3,1,6,0,0,0,1,0,0,0,0,564718.9567,5939633.747,9.97802686,53.60152948
4836,97516,2,5,2,509,2016,8,13,7,2,5,3,0,0,1,1,0,0,0,0,572673.8987,5938843.604,10.0980341,53.59338583
4837,97517,2,5,1,503,2016,8,4,5,3,6,2,1,1,0,1,1,0,0,0,569270.89,5935525.338,10.04589112,53.56402513
4838,97518,2,1,14,132,2016,8,23,2,3,6,6,2,1,0,0,1,1,0,0,569080.9761,5932606.547,10.04237934,53.53781868
4839,97519,2,1,16,136,2016,8,11,7,3,5,3,0,0,1,1,0,0,0,0,567009.879,5928228.344,10.010197,53.49873899
4840,97520,2,4,4,407,2016,9,9,6,2,5,3,0,0,1,1,0,0,0,0,565782.964,5939674.163,9.99411193,53.60176023
4841,97521,2,1,4,111,2016,8,16,6,3,1,7,0,0,0,0,0,1,0,1,563888.7648,5933860.427,9.964301606,53.54974489
4842,97522,2,5,6,514,2016,8,5,7,3,8,1,0,1,0,1,0,0,0,0,573552.4539,5939299.231,10.11141298,53.59735795
4843,97523,2,4,5,410,2016,9,20,5,3,2,6,0,0,1,0,0,0,0,0,566041.6416,5938358.551,9.997741782,53.58990407
4844,97524,2,6,1,601,2016,8,18,7,3,5,3,0,0,1,1,0,0,0,0,580275.3993,5928507.938,10.21020592,53.49939455
4845,97525,2,4,12,431,2016,8,18,5,3,2,6,0,0,0,1,0,0,0,0,567105.2844,5943016.831,10.01481167,53.63163341
4846,97526,2,5,7,515,2016,8,13,7,3,6,7,0,0,0,1,1,0,0,0,570149.2327,5939168.482,10.05996916,53.59664943
4847,97527,2,4,8,419,2016,8,0,3,3,8,1,2,1,0,1,0,1,0,0,567841.3972,5937374.977,10.0247135,53.5808348
4848,97528,2,4,10,427,2016,8,15,3,3,3,2,0,0,1,1,0,0,0,0,569272.1891,5938020.754,10.0464644,53.5864514
4849,97529,2,4,5,411,2016,8,15,3,3,4,2,0,0,0,1,0,0,0,0,568396.6227,5938098.599,10.03325705,53.58726593
4850,97530,2,4,8,419,2016,8,8,5,2,0,3,0,0,1,1,0,0,0,0,567971.158,5937349.244,10.02666753,53.58058673
4851,97531,2,2,7,219,2016,8,10,4,3,5,3,0,0,0,1,0,1,0,0,558534.3779,5934648.405,9.883644039,53.55745108
4852,97532,2,1,16,137,2016,8,16,2,3,5,3,0,0,1,0,0,0,0,1,565779.4946,5928712.136,9.991753089,53.50324227
4853,97533,2,1,8,126,2016,8,13,2,3,5,2,0,0,1,1,0,0,0,0,568995.3253,5934111.643,10.04141917,53.55135641
4854,97534,2,5,7,515,2016,9,12,7,3,2,6,0,1,0,1,0,0,0,0,571729.8316,5940445.238,10.08414149,53.6079096
4855,97535,2,4,10,427,2016,8,13,5,3,3,2,0,1,0,1,0,0,0,1,569200.9479,5938347.102,10.04546078,53.58939371
4856,97536,2,2,1,204,2016,8,13,5,3,6,2,0,0,0,1,1,0,0,0,562174.6166,5934219.769,9.938504527,53.55318021
4857,97537,2,7,16,717,2016,8,12,6,3,8,7,0,0,0,1,0,0,0,0,552217.2904,5928914.756,9.787334329,53.5065848
4858,97538,2,1,3,105,2016,9,17,6,3,0,7,0,0,1,1,0,0,0,0,564695.239,5933473.323,9.976392069,53.54616713
4859,97539,2,1,3,108,2016,8,19,6,3,4,2,0,0,1,1,0,0,0,0,564942.9656,5934482.425,9.980339795,53.55520563
4860,97540,2,4,5,412,2016,8,14,7,3,0,5,0,0,1,1,0,0,0,0,567270.9731,5937536.891,10.0161339,53.58236342
4861,97541,2,5,7,515,2016,8,13,7,3,5,3,0,0,1,1,0,0,0,0,570749.2017,5940791.309,10.06940146,53.61115305
4862,97542,2,2,8,220,2016,8,9,3,3,5,3,0,0,1,1,0,0,0,0,558888.831,5939566.119,9.889922025,53.60160924
4863,97543,2,2,1,203,2016,9,13,5,3,0,7,0,0,0,1,1,0,0,0,562259.4874,5933848.527,9.939711508,53.54983366
4864,97544,2,3,5,317,2016,8,12,4,3,5,3,0,0,1,1,0,0,0,0,563955.7712,5939022.697,9.966370136,53.59613152
4865,97545,2,4,5,410,2016,8,6,5,3,6,7,0,0,1,0,1,0,0,0,567244.9693,5938291.879,10.01590389,53.58915193
4866,97546,2,4,7,416,2016,8,19,5,3,2,6,1,0,0,1,0,1,0,0,567343.0598,5935662.989,10.01681843,53.56551314
4867,97547,2,1,12,130,2016,9,15,7,3,2,6,0,0,0,1,0,0,0,0,572955.8976,5932975.684,10.10092348,53.54061221
4868,97548,2,2,5,215,2016,8,11,3,3,5,3,0,0,0,1,0,0,0,0,560697.9838,5937424.856,9.916841261,53.58215848
4869,97549,2,4,4,407,2016,8,11,3,3,5,3,0,0,1,1,0,0,0,0,566126.4286,5940228.596,9.999419133,53.60669977
4870,97550,2,2,8,220,2016,8,9,5,3,2,6,0,0,0,1,0,0,0,0,558154.2524,5937843.241,9.878501317,53.58620695
4871,97551,2,5,1,502,2016,8,4,7,3,4,7,2,1,0,1,0,0,0,0,569182.5535,5936342.44,10.04473859,53.57138013
4872,97552,2,5,1,501,2016,9,4,5,2,6,6,2,0,0,1,1,0,0,0,568728.6669,5935578.917,10.0377176,53.56457794
4873,97553,2,4,2,403,2016,8,8,4,2,5,3,0,0,1,1,0,0,0,0,565109.0682,5938846.94,9.983756931,53.59440996
4874,97554,2,4,8,423,2016,8,19,5,2,0,7,0,0,0,1,0,0,0,0,568996.0133,5937224.587,10.04211707,53.57933261
4875,97555,2,4,10,426,2016,8,23,7,3,2,6,2,0,0,1,0,0,0,0,569629.7134,5938776.277,10.05203301,53.59319395
4876,97556,2,1,4,110,2016,8,18,3,3,5,3,0,0,1,0,0,0,0,0,563800.157,5934720.657,9.963139976,53.55748682
4877,97557,2,3,6,318,2016,8,9,3,3,6,7,0,0,0,1,1,0,0,0,562818.0462,5941925.706,9.949767047,53.62235923
4878,97558,2,4,5,409,2016,8,10,3,2,0,3,0,0,0,0,0,0,0,1,566097.91,5938910.78,9.998708762,53.59485996
4879,97559,2,4,2,403,2016,8,12,5,3,1,5,0,1,1,1,0,0,0,0,565129.5615,5938166.983,9.983924541,53.58829651
4880,97560,2,1,13,131,2016,8,21,2,3,8,1,2,0,0,1,0,0,0,0,570928.5504,5931380.674,10.06997478,53.52655546
4881,97561,2,5,5,513,2016,8,13,2,3,5,3,0,0,0,1,0,0,0,0,572970.5868,5938441.082,10.1024217,53.58972721
4882,97562,2,3,7,319,2016,9,8,7,3,5,3,0,0,1,0,0,0,0,0,560906.7321,5943285.88,9.921139617,53.63480933
4883,97563,2,2,1,204,2016,8,11,5,3,0,5,0,0,0,1,0,1,0,0,562205.6142,5934257.543,9.938979872,53.55351603
4884,97564,2,7,4,705,2016,8,18,6,3,5,3,0,0,0,1,0,0,0,0,565614.2412,5922668.26,9.987999342,53.44894438
4885,97565,2,1,14,132,2016,8,23,7,3,4,2,2,0,0,1,0,0,0,0,570914.7987,5931360.359,10.06976278,53.52637474
4886,97566,2,1,5,114,2016,8,18,6,3,2,2,0,0,0,1,0,0,0,0,566546.2683,5934400.311,10.00452077,53.55426685
4887,97567,2,3,9,321,2016,8,1,7,3,5,3,2,1,0,1,0,0,0,1,561849.8219,5937552.498,9.934262521,53.58317107
4888,97568,2,7,14,715,2016,8,11,3,3,5,3,0,0,1,1,0,0,0,0,555110.4318,5925033.789,9.830270806,53.47140843
4889,97569,2,2,5,215,2016,8,14,7,3,5,3,0,0,1,1,0,0,0,0,561734.8495,5935668.504,9.932153559,53.56625246
4890,97570,2,1,3,108,2016,8,8,3,3,4,2,0,0,1,0,0,0,0,1,565136.638,5934281.863,9.983221094,53.55337913
4891,97571,2,3,1,304,2016,8,18,3,3,6,7,0,0,0,1,1,0,0,0,562433.295,5936683.02,9.942900862,53.57528763
4892,97572,2,6,2,602,2016,8,15,4,2,5,3,0,0,1,1,0,0,0,0,579753.7916,5927464.105,10.20207888,53.49009327
4893,97573,2,2,4,212,2016,8,16,4,3,2,2,0,0,0,1,0,1,0,0,560784.5175,5933682.853,9.917420067,53.54851751
4894,97574,2,5,1,504,2016,8,15,5,3,1,6,0,0,1,1,0,0,0,1,569831.1525,5936431.256,10.05455125,53.57209239
4895,97575,2,3,9,321,2016,8,21,5,3,6,4,2,0,0,0,1,1,0,0,561526.2519,5938515.059,9.929565423,53.59186
4896,97576,2,2,13,226,2016,8,18,4,3,1,3,0,0,1,1,0,0,0,0,552750.4864,5937096.287,9.796752728,53.58006504
4897,97577,2,1,5,114,2016,8,18,3,2,5,3,0,0,1,0,0,0,0,1,566808.15,5934161.782,10.00842225,53.55208989
4898,97578,2,4,7,416,2016,8,14,3,3,2,6,0,0,0,1,0,0,0,0,567242.4236,5935365.075,10.01523506,53.56284865
4899,97579,2,2,2,207,2016,8,18,5,3,2,6,0,1,0,1,0,0,0,0,563744.0511,5935164.624,9.962383679,53.56148371
4900,97580,2,3,2,312,2016,8,8,5,3,3,2,0,0,0,1,0,1,0,0,565458.0459,5936042.573,9.988440713,53.56916308
4901,97581,2,1,12,130,2016,8,17,2,3,5,3,0,0,1,0,0,0,0,1,573904.1729,5933870.94,10.11544177,53.54852521
4902,97582,2,1,16,137,2016,8,18,6,2,3,6,0,0,0,1,0,1,0,0,566187.9242,5928147.373,9.99779074,53.49811534
4903,97583,2,5,2,507,2016,8,12,2,3,2,6,0,0,0,0,0,0,0,1,571157.8778,5936752.317,10.07465604,53.5747995
4904,97584,2,1,7,119,2016,9,14,6,3,2,7,0,0,0,1,0,0,0,1,568611.2014,5934077.958,10.03561483,53.55110402
4905,97585,2,1,5,114,2016,8,20,6,3,6,7,2,0,0,1,1,0,0,0,566569.0006,5934665.641,10.00492036,53.55664855
4906,97586,2,2,1,205,2016,8,12,7,3,3,2,0,0,1,1,0,0,0,0,563293.1815,5934069.242,9.955355851,53.55169372
4907,97587,2,3,2,312,2016,8,16,5,3,6,4,0,0,0,1,1,0,0,0,565072.08,5935933.04,9.982590609,53.56822669
4908,97588,2,1,11,128,2016,8,10,2,3,3,6,0,1,1,1,0,0,0,0,571654.191,5934296.072,10.08158679,53.55265774
4909,97589,2,6,1,601,2016,8,20,6,3,5,3,2,0,0,1,0,1,0,0,579399.8656,5929769.825,10.1973294,53.51086763
4910,97590,2,4,9,424,2016,8,7,2,3,6,7,0,0,1,0,1,0,0,0,570310.1366,5937421.943,10.06200635,53.58093174
4911,97591,2,1,4,112,2016,9,3,7,3,2,6,2,0,0,1,0,0,0,0,563598.2708,5933825.743,9.959910674,53.54946845
4912,97592,2,1,12,130,2016,8,17,6,2,3,6,0,0,0,1,0,1,0,0,572836.1258,5932700.627,10.09905243,53.5381569
4913,97593,2,3,2,312,2016,8,1,7,3,6,2,2,1,0,1,1,0,0,0,565633.4443,5935064.519,9.990883381,53.56035117
4914,97594,2,1,12,130,2016,8,16,7,3,3,6,0,0,0,1,0,1,0,0,573038.9631,5932909.805,10.10216133,53.54000861
4915,97595,2,1,5,114,2016,8,10,6,3,5,2,0,0,1,1,0,0,0,0,567128.9207,5934383.168,10.01331076,53.55403861
4916,97596,2,2,1,203,2016,8,14,7,3,3,6,0,0,0,1,0,1,0,0,562751.0284,5934022.435,9.947164358,53.55133813
4917,97597,2,7,9,710,2016,8,9,3,2,5,2,0,0,0,1,0,1,0,0,562093.338,5923657.468,9.935185924,53.45826156
4918,97598,2,7,12,713,2016,8,17,2,3,8,7,0,0,0,0,0,1,0,0,559452.2734,5928828.75,9.896393606,53.50504365
4919,97599,2,2,3,210,2016,8,14,3,2,5,2,0,0,1,1,0,0,0,0,562788.7097,5934790.642,9.947887338,53.55823777
4920,97600,2,5,18,526,2016,8,10,4,3,0,6,0,0,1,0,0,0,0,1,575766.64,5940779.493,10.145223,53.61034526
4921,97601,2,2,4,211,2016,8,16,4,3,3,6,0,0,1,1,0,0,0,0,561609.7161,5934598.094,9.930053352,53.55664697
4922,97602,2,2,9,221,2016,8,12,5,3,5,3,0,0,1,1,0,0,0,0,556015.3357,5936130.761,9.845886625,53.57104877
4923,97603,2,2,4,214,2016,8,8,4,3,2,6,0,0,1,1,0,0,0,0,561764.9078,5933628.755,9.932204268,53.5479169
4924,97604,2,1,1,102,2016,8,11,5,3,6,2,0,1,0,0,1,0,0,1,565915.53,5934036.52,9.99492461,53.55107695
4925,97605,2,1,4,112,2016,8,17,5,3,1,5,0,0,1,1,0,0,0,0,564105.2738,5933422.832,9.967479261,53.5457857
4926,97606,2,5,18,526,2016,8,12,6,3,1,5,0,0,0,1,0,0,1,0,575823.8695,5938283.356,10.14548077,53.58790489
4927,97607,2,5,2,507,2016,8,5,2,3,1,6,1,0,0,1,0,0,0,0,570885.365,5936535.91,10.0704921,53.57289154
4928,97608,2,5,16,524,2016,9,8,6,3,1,7,0,0,0,1,0,0,0,0,575799.7398,5947136.363,10.14727243,53.66746751
